,30,31,32,33,34,35,36,37,38,39
5,1,5,6,5,5,12,5,5,3,8
6,5,7,15,8,8,9,8,13,9,14
7,16,19,8,13,13,14,11,9,8,6
8,10,15,16,17,14,6,6,4,6,5
9,4,2,9,12,9,11,10,13,10,9
10,6,6,5,10,8,8,7,13,8,10
11,13,9,15,21,9,14,18,13,13,11
12,5,2,4,4,4,9,8,8,5,4
13,9,6,4,6,5,13,6,10,9,7
14,14,9,10,13,7,14,6,11,9,18
15,19,10,16,28,13,3,8,7,6,7
16,8,5,6,10,3,7,8,8,12,10
17,6,10,11,10,7,9,21,9,9,10
18,11,14,10,10,9,18,21,13,18,15
19,3,4,5,7,3,3,7,4,6,5
20,9,12,8,9,7,9,7,5,8,7
21,11,10,11,13,13,23,8,11,11,19
22,11,15,8,16,14,4,5,1,7,5
23,8,8,10,6,10,6,10,10,9,8
24,7,7,4,13,6,13,10,8,14,9
25,14,11,15,12,17,11,18,14,16,18
26,0,7,7,8,12,7,8,12,6,7
27,8,3,4,6,6,11,7,9,11,12
28,7,4,15,10,15,9,8,14,11,14
29,14,15,7,4,12,4,8,2,2,3
30,2,8,8,5,7,6,7,8,7,4
31,11,7,5,11,9,10,8,10,12,7
32,12,15,18,16,7,15,23,20,18,5
33,0,4,6,6,3,8,9,4,9,11
34,15,6,5,14,11,4,9,7,10,12
35,12,10,11,9,12,10,11,9,12,9
36,9,16,11,16,17,0,3,5,4,5
37,4,7,3,4,10,6,13,7,10,6
38,12,6,14,15,15,4,10,12,11,14
39,8,13,8,15,17,16,16,16,19,15
