,30,31,32,33,34,35,36,37,38,39
5,0,1,2,1,1,1,0,2,0,0
6,0,2,0,1,1,0,1,0,1,1
7,1,1,2,1,2,1,0,2,1,0
8,0,0,0,0,0,4,0,8,3,0
9,2,0,2,1,0,2,0,0,0,0
10,0,0,2,1,1,0,1,1,0,1
11,0,1,1,1,1,1,0,0,0,0
12,2,0,0,0,1,1,1,2,0,0
13,0,0,0,1,2,1,1,0,1,0
14,0,3,1,0,1,0,0,0,1,0
15,0,0,0,0,0,9,0,0,7,2
16,0,0,1,0,0,0,1,0,1,0
17,1,0,0,1,1,0,0,0,0,0
18,1,0,0,0,0,1,0,1,0,0
19,14,0,0,0,1,3,1,0,0,0
20,0,2,3,0,0,0,0,0,0,0
21,0,1,0,0,0,0,0,0,0,1
22,0,0,0,1,1,6,1,0,2,2
23,1,0,0,0,3,0,2,0,1,0
24,1,0,1,1,0,0,0,1,0,0
25,0,1,0,0,0,2,1,1,1,0
26,4,0,0,3,1,0,1,1,0,1
27,0,1,0,0,1,0,2,1,2,0
28,1,0,1,0,0,1,3,0,0,1
29,0,0,0,0,1,35,6,4,1,0
30,0,0,3,0,0,0,0,1,0,0
31,1,0,1,0,0,0,1,0,1,1
32,1,0,0,0,1,1,1,0,1,0
33,501,2,9,2,1,0,0,0,1,0
34,0,1,1,2,1,1,0,0,0,0
35,0,1,0,1,0,1,0,0,2,0
36,1,1,1,0,1,502,1,0,1,1
37,0,0,0,0,0,4,0,0,3,0
38,1,0,0,1,2,0,0,2,1,0
39,1,1,0,1,1,0,1,1,0,1
